Age,MonthlyIncome,Attrition,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male
46.0,10673.0,0,638.0,1.0,3.0,124.0,3.0,40.0,2.0,3.0,Healthcare Representative,1.0,Married,3142.0,2.0,Yes,13.0,3.0,3.0,1.0,21.0,5.0,2.0,10.0,9.0,9.0,5.0,False,True,False,False,True,False,False,False,False,True,False,False,False,True
32.0,5010.0,0,1093.0,6.0,4.0,125.0,2.0,87.0,3.0,2.0,Sales Executive,3.0,Single,24301.0,1.0,No,16.0,3.0,1.0,0.0,12.0,0.0,3.0,11.0,8.0,5.0,7.0,False,False,True,False,False,True,False,False,False,True,False,False,False,True
54.0,13549.0,0,1217.0,2.0,4.0,126.0,1.0,60.0,3.0,3.0,Research Director,3.0,Married,24001.0,9.0,No,12.0,3.0,1.0,1.0,16.0,5.0,1.0,4.0,3.0,0.0,3.0,False,False,True,False,True,False,False,False,False,False,False,True,True,False
24.0,4999.0,0,1353.0,3.0,2.0,128.0,1.0,33.0,3.0,2.0,Sales Executive,3.0,Married,17519.0,0.0,No,21.0,4.0,1.0,1.0,4.0,2.0,2.0,3.0,2.0,0.0,2.0,False,False,True,False,False,True,False,False,False,False,True,False,True,False
28.0,4221.0,0,120.0,4.0,3.0,129.0,2.0,43.0,3.0,2.0,Sales Executive,3.0,Married,8863.0,1.0,No,15.0,3.0,2.0,0.0,5.0,3.0,4.0,5.0,4.0,0.0,4.0,True,False,False,False,False,True,False,False,False,True,False,False,False,True
58.0,13872.0,0,682.0,10.0,4.0,131.0,4.0,37.0,3.0,4.0,Sales Executive,3.0,Single,24409.0,0.0,No,13.0,3.0,3.0,0.0,38.0,1.0,2.0,37.0,10.0,1.0,8.0,False,False,True,False,False,True,False,False,False,True,False,False,False,True
44.0,2042.0,0,489.0,23.0,3.0,132.0,2.0,67.0,3.0,2.0,Laboratory Technician,2.0,Married,25043.0,4.0,No,12.0,3.0,3.0,1.0,17.0,3.0,4.0,3.0,2.0,1.0,2.0,True,False,False,False,True,False,False,False,False,True,False,False,False,True
37.0,2073.0,1,807.0,6.0,4.0,133.0,3.0,63.0,3.0,1.0,Human Resources,1.0,Divorced,23648.0,4.0,Yes,22.0,4.0,4.0,0.0,7.0,3.0,3.0,3.0,2.0,0.0,2.0,False,False,True,True,False,False,True,False,False,False,False,False,False,True
32.0,2956.0,0,827.0,1.0,1.0,134.0,4.0,71.0,3.0,1.0,Research Scientist,1.0,Single,15178.0,1.0,No,13.0,3.0,4.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
20.0,2926.0,1,871.0,6.0,3.0,137.0,4.0,66.0,2.0,1.0,Laboratory Technician,4.0,Single,19783.0,1.0,Yes,18.0,3.0,2.0,0.0,1.0,5.0,3.0,1.0,0.0,1.0,0.0,False,True,False,False,True,False,False,True,False,False,False,False,True,False
34.0,4809.0,0,665.0,6.0,4.0,138.0,1.0,41.0,3.0,2.0,Research Scientist,3.0,Single,16829.4,1.0,No,14.0,3.0,3.0,0.0,16.0,3.0,3.0,16.0,13.0,2.0,10.0,False,False,True,False,True,False,False,False,False,False,True,False,True,False
37.0,5163.0,0,1040.0,2.0,2.0,139.0,3.0,100.0,2.0,2.0,Healthcare Representative,4.0,Divorced,15850.0,5.0,No,14.0,3.0,4.0,1.0,17.0,2.0,4.0,1.0,0.0,0.0,0.0,True,False,False,False,True,False,False,True,False,False,False,False,False,True
59.0,18844.0,0,1420.0,2.0,4.0,140.0,3.0,32.0,2.0,5.0,Manager,4.0,Married,21922.0,9.0,No,21.0,4.0,4.0,1.0,30.0,3.0,3.0,3.0,2.0,2.0,2.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False
50.0,18172.0,0,1115.0,1.0,3.0,141.0,1.0,73.0,3.0,5.0,Research Director,2.0,Married,9755.0,3.0,Yes,19.0,3.0,1.0,0.0,28.0,1.0,2.0,8.0,3.0,0.0,7.0,False,True,False,False,True,False,False,True,False,False,False,False,True,False
25.0,5744.0,1,240.0,5.0,3.0,142.0,3.0,46.0,2.0,2.0,Sales Executive,3.0,Single,26959.0,1.0,Yes,11.0,3.0,4.0,0.0,6.0,1.0,3.0,6.0,4.0,0.0,3.0,False,False,True,False,False,True,False,False,True,False,False,False,False,True
25.0,2889.0,0,1280.0,7.0,1.0,143.0,4.0,64.0,2.0,1.0,Research Scientist,4.0,Married,26897.0,1.0,No,11.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
22.0,2871.0,0,534.0,15.0,3.0,144.0,2.0,59.0,3.0,1.0,Laboratory Technician,4.0,Single,23785.0,1.0,No,15.0,3.0,3.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
51.0,7484.0,0,1456.0,1.0,4.0,145.0,1.0,30.0,2.0,3.0,Healthcare Representative,1.0,Single,25796.0,3.0,No,20.0,4.0,3.0,0.0,23.0,1.0,2.0,13.0,12.0,12.0,8.0,False,True,False,False,True,False,False,False,False,True,False,False,True,False
34.0,6074.0,1,658.0,7.0,3.0,147.0,1.0,66.0,1.0,2.0,Laboratory Technician,3.0,Single,22887.0,1.0,Yes,24.0,4.0,4.0,0.0,9.0,3.0,3.0,9.0,7.0,0.0,6.0,False,True,False,False,True,False,False,True,False,False,False,False,False,True
54.0,17328.0,0,142.0,26.0,3.0,148.0,4.0,30.0,4.0,4.0,Manager,4.0,Single,13871.0,2.0,Yes,12.0,3.0,3.0,0.0,23.0,3.0,3.0,5.0,3.0,4.0,4.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False
24.0,2774.0,0,1127.0,18.0,1.0,150.0,2.0,52.0,3.0,1.0,Laboratory Technician,3.0,Married,13257.0,0.0,No,12.0,3.0,3.0,1.0,6.0,2.0,3.0,5.0,3.0,1.0,2.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
34.0,4505.0,0,1031.0,6.0,4.0,151.0,3.0,45.0,2.0,2.0,Research Scientist,2.0,Divorced,15000.0,6.0,No,15.0,3.0,3.0,1.0,12.0,3.0,3.0,1.0,0.0,0.0,0.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
37.0,7428.0,0,1189.0,3.0,3.0,152.0,3.0,87.0,3.0,3.0,Sales Executive,4.0,Single,14506.0,2.0,No,12.0,3.0,1.0,0.0,12.0,3.0,3.0,5.0,3.0,1.0,3.0,False,False,True,False,False,True,False,True,False,False,False,False,False,True
34.0,11631.0,0,1354.0,5.0,3.0,153.0,3.0,45.0,2.0,3.0,Manager,1.0,Single,5615.0,2.0,No,12.0,3.0,4.0,0.0,14.0,6.0,3.0,11.0,10.0,5.0,8.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
36.0,9738.0,0,1467.0,11.0,2.0,154.0,2.0,92.0,3.0,3.0,Sales Executive,4.0,Married,22952.0,0.0,No,14.0,3.0,3.0,1.0,10.0,6.0,3.0,9.0,7.0,2.0,8.0,False,True,False,False,False,True,False,False,False,False,False,True,True,False
36.0,2835.0,0,922.0,3.0,2.0,155.0,1.0,39.0,3.0,1.0,Laboratory Technician,4.0,Divorced,2561.0,5.0,No,22.0,4.0,1.0,1.0,7.0,2.0,3.0,1.0,0.0,0.0,0.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
43.0,16959.0,0,394.0,26.0,2.0,158.0,3.0,92.0,3.0,4.0,Manager,4.0,Married,19494.0,1.0,Yes,12.0,3.0,4.0,2.0,25.0,3.0,4.0,25.0,12.0,4.0,12.0,False,True,False,False,False,True,False,True,False,False,False,False,False,True
30.0,2613.0,0,1312.0,23.0,3.0,159.0,1.0,96.0,1.0,1.0,Research Scientist,3.0,Divorced,22310.0,1.0,No,25.0,4.0,3.0,3.0,10.0,2.0,2.0,10.0,7.0,0.0,9.0,False,True,False,False,True,False,False,True,False,False,False,False,False,True
33.0,6146.0,0,750.0,22.0,2.0,160.0,3.0,95.0,3.0,2.0,Sales Executive,2.0,Married,15480.0,0.0,No,13.0,3.0,1.0,1.0,8.0,2.0,4.0,7.0,7.0,0.0,7.0,True,False,False,False,False,True,False,False,True,False,False,False,False,True
56.0,4963.0,1,441.0,14.0,4.0,161.0,2.0,72.0,3.0,1.0,Research Scientist,2.0,Married,4510.0,9.0,Yes,18.0,3.0,1.0,3.0,7.0,2.0,3.0,5.0,4.0,4.0,3.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
51.0,19537.0,0,684.0,6.0,3.0,162.0,1.0,51.0,3.0,5.0,Research Director,3.0,Single,6462.0,7.0,No,13.0,3.0,3.0,0.0,23.0,5.0,3.0,20.0,18.0,15.0,15.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
31.0,6172.0,1,249.0,6.0,4.0,163.0,2.0,76.0,1.0,2.0,Sales Executive,3.0,Married,20739.0,4.0,Yes,18.0,3.0,2.0,0.0,12.0,3.0,2.0,7.0,7.0,7.0,7.0,False,False,True,False,False,True,False,True,False,False,False,False,False,True
26.0,2368.0,0,841.0,6.0,3.0,164.0,3.0,46.0,2.0,1.0,Research Scientist,2.0,Married,23300.0,1.0,No,19.0,3.0,3.0,0.0,5.0,3.0,2.0,5.0,4.0,4.0,3.0,False,False,True,False,True,False,False,False,False,False,True,False,True,False
58.0,10312.0,1,147.0,23.0,4.0,165.0,4.0,94.0,3.0,3.0,Healthcare Representative,4.0,Married,3465.0,1.0,No,12.0,3.0,4.0,1.0,40.0,3.0,2.0,40.0,10.0,15.0,6.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
19.0,1675.0,1,528.0,22.0,1.0,167.0,4.0,50.0,3.0,1.0,Sales Representative,3.0,Single,26820.0,1.0,Yes,19.0,3.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,False,False,True,False,False,False,False,True
22.0,2523.0,0,594.0,2.0,1.0,169.0,3.0,100.0,3.0,1.0,Laboratory Technician,4.0,Married,19299.0,0.0,No,14.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True
49.0,6567.0,0,470.0,20.0,4.0,170.0,3.0,96.0,3.0,2.0,Manufacturing Director,1.0,Married,5549.0,1.0,No,14.0,3.0,3.0,0.0,16.0,2.0,2.0,15.0,11.0,5.0,11.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
43.0,4739.0,0,957.0,28.0,3.0,171.0,2.0,72.0,4.0,1.0,Research Scientist,3.0,Single,16090.0,4.0,No,12.0,3.0,4.0,0.0,18.0,2.0,3.0,3.0,2.0,1.0,2.0,False,True,False,False,True,False,False,False,False,True,False,False,True,False
50.0,9208.0,0,809.0,12.0,3.0,174.0,3.0,77.0,3.0,3.0,Sales Executive,4.0,Single,6645.0,4.0,No,11.0,3.0,4.0,0.0,16.0,3.0,3.0,2.0,2.0,2.0,1.0,False,True,False,False,False,True,False,False,True,False,False,False,True,False
31.0,4559.0,1,542.0,20.0,3.0,175.0,2.0,71.0,1.0,2.0,Sales Executive,3.0,Married,24788.0,3.0,Yes,11.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,False,False,True,False,False,True,False,True,False,False,False,False,True,False
41.0,8189.0,0,802.0,9.0,1.0,176.0,3.0,96.0,3.0,3.0,Sales Executive,3.0,Divorced,21196.0,3.0,Yes,13.0,3.0,3.0,1.0,12.0,2.0,3.0,9.0,7.0,0.0,7.0,False,False,True,False,False,True,False,True,False,False,False,False,False,True
26.0,2942.0,0,1355.0,25.0,1.0,177.0,3.0,61.0,3.0,1.0,Human Resources,3.0,Married,8916.0,1.0,No,23.0,4.0,4.0,1.0,8.0,3.0,3.0,8.0,7.0,5.0,7.0,False,False,True,True,False,False,False,True,False,False,False,False,True,False
36.0,4941.0,0,216.0,6.0,2.0,178.0,2.0,84.0,3.0,2.0,Manufacturing Director,2.0,Divorced,2819.0,6.0,No,20.0,4.0,4.0,2.0,7.0,0.0,3.0,3.0,2.0,0.0,1.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
51.0,10650.0,1,1150.0,8.0,4.0,179.0,1.0,53.0,1.0,3.0,Manufacturing Director,4.0,Single,25150.0,2.0,No,15.0,3.0,4.0,0.0,18.0,2.0,3.0,4.0,2.0,0.0,3.0,False,True,False,False,True,False,False,True,False,False,False,False,False,True
39.0,5902.0,0,1329.0,4.0,4.0,182.0,4.0,47.0,2.0,2.0,Sales Executive,3.0,Married,14590.0,4.0,No,14.0,3.0,3.0,1.0,17.0,1.0,4.0,15.0,11.0,5.0,9.0,False,False,True,False,False,True,False,True,False,False,False,False,True,False
25.0,8639.0,0,959.0,28.0,3.0,183.0,1.0,41.0,2.0,2.0,Sales Executive,3.0,Married,24835.0,2.0,No,18.0,3.0,4.0,0.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,False,False,True,False,False,True,False,True,False,False,False,False,False,True
30.0,6347.0,0,1240.0,9.0,3.0,184.0,3.0,48.0,3.0,2.0,Human Resources,4.0,Married,13982.0,0.0,Yes,19.0,3.0,4.0,0.0,12.0,2.0,1.0,11.0,9.0,4.0,7.0,False,False,True,True,False,False,True,False,False,False,False,False,False,True
32.0,4200.0,1,1033.0,9.0,3.0,190.0,1.0,41.0,3.0,1.0,Laboratory Technician,1.0,Single,10224.0,7.0,No,22.0,4.0,1.0,0.0,10.0,2.0,4.0,5.0,4.0,0.0,4.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
45.0,3452.0,0,1316.0,29.0,3.0,192.0,3.0,83.0,3.0,1.0,Research Scientist,4.0,Single,9752.0,5.0,No,13.0,3.0,2.0,0.0,9.0,2.0,2.0,6.0,5.0,0.0,3.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
38.0,4317.0,0,364.0,3.0,5.0,193.0,4.0,32.0,3.0,2.0,Research Scientist,3.0,Single,2302.0,3.0,Yes,20.0,4.0,2.0,0.0,19.0,2.0,3.0,3.0,2.0,2.0,2.0,False,False,True,False,True,False,False,False,False,False,False,True,True,False
30.0,2632.0,0,438.0,18.0,3.0,194.0,1.0,75.0,3.0,1.0,Research Scientist,3.0,Single,23910.0,1.0,No,14.0,3.0,3.0,0.0,5.0,4.0,2.0,5.0,4.0,0.0,4.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
32.0,4668.0,0,689.0,9.0,2.0,195.0,4.0,35.0,1.0,2.0,Sales Executive,4.0,Divorced,22812.0,0.0,No,17.0,3.0,4.0,3.0,9.0,2.0,4.0,8.0,7.0,0.0,7.0,False,True,False,False,False,True,False,False,False,True,False,False,False,True
30.0,3204.0,0,201.0,5.0,3.0,197.0,4.0,84.0,3.0,1.0,Research Scientist,1.0,Divorced,10415.0,5.0,No,14.0,3.0,4.0,1.0,8.0,3.0,3.0,3.0,2.0,2.0,2.0,False,False,True,False,True,False,False,False,False,False,False,True,True,False
30.0,2720.0,0,1427.0,2.0,1.0,198.0,2.0,35.0,2.0,1.0,Laboratory Technician,4.0,Single,11162.0,0.0,No,13.0,3.0,4.0,0.0,6.0,3.0,3.0,5.0,3.0,1.0,2.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
41.0,17181.0,0,857.0,10.0,3.0,199.0,4.0,91.0,2.0,4.0,Manager,1.0,Divorced,12888.0,4.0,No,13.0,3.0,2.0,1.0,21.0,2.0,2.0,7.0,6.0,7.0,7.0,False,True,False,False,True,False,False,True,False,False,False,False,False,True
41.0,2238.0,0,933.0,9.0,4.0,200.0,3.0,94.0,3.0,1.0,Laboratory Technician,1.0,Married,6961.0,2.0,No,21.0,4.0,4.0,1.0,7.0,2.0,3.0,5.0,0.0,1.0,4.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
19.0,1483.0,0,1181.0,3.0,1.0,201.0,2.0,79.0,3.0,1.0,Laboratory Technician,2.0,Single,16102.0,1.0,No,14.0,3.0,4.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
40.0,5605.0,0,1395.0,26.0,3.0,202.0,2.0,54.0,3.0,2.0,Research Scientist,2.0,Divorced,8504.0,1.0,No,11.0,3.0,1.0,1.0,20.0,2.0,3.0,20.0,7.0,2.0,13.0,False,True,False,False,True,False,False,False,False,True,False,False,True,False
35.0,7295.0,0,662.0,1.0,5.0,204.0,3.0,94.0,3.0,3.0,Sales Executive,2.0,Married,11439.0,1.0,No,13.0,3.0,1.0,2.0,10.0,3.0,3.0,10.0,8.0,0.0,6.0,False,False,True,False,False,True,False,False,True,False,False,False,False,True
53.0,2306.0,0,1436.0,6.0,2.0,205.0,2.0,34.0,3.0,2.0,Sales Representative,3.0,Married,16047.0,2.0,Yes,20.0,4.0,4.0,1.0,13.0,3.0,1.0,7.0,7.0,4.0,5.0,False,False,True,False,False,True,False,False,True,False,False,False,False,True
45.0,2348.0,0,194.0,9.0,3.0,206.0,2.0,60.0,3.0,2.0,Laboratory Technician,2.0,Divorced,10901.0,8.0,No,18.0,3.0,3.0,1.0,20.0,2.0,1.0,17.0,9.0,0.0,15.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
32.0,8998.0,0,967.0,8.0,3.0,207.0,2.0,43.0,3.0,3.0,Sales Executive,4.0,Single,15589.0,1.0,No,14.0,3.0,4.0,0.0,9.0,2.0,3.0,9.0,8.0,3.0,7.0,False,True,False,False,False,True,False,False,True,False,False,False,True,False
29.0,4319.0,0,1496.0,1.0,1.0,208.0,4.0,41.0,3.0,2.0,Manufacturing Director,3.0,Married,26283.0,1.0,No,13.0,3.0,1.0,1.0,10.0,1.0,3.0,10.0,7.0,0.0,9.0,True,False,False,False,True,False,False,False,False,False,False,True,False,True
51.0,6132.0,0,1169.0,7.0,4.0,211.0,2.0,34.0,2.0,2.0,Manufacturing Director,3.0,Married,13983.0,2.0,No,17.0,3.0,3.0,0.0,10.0,2.0,3.0,1.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
58.0,3346.0,0,1145.0,9.0,3.0,214.0,2.0,75.0,2.0,1.0,Research Scientist,2.0,Married,11873.0,4.0,Yes,20.0,4.0,2.0,1.0,9.0,3.0,2.0,1.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
40.0,10855.0,0,630.0,4.0,4.0,215.0,3.0,67.0,2.0,3.0,Sales Executive,4.0,Married,8552.0,7.0,No,11.0,3.0,1.0,1.0,15.0,2.0,2.0,12.0,11.0,2.0,11.0,False,False,True,False,False,True,False,False,True,False,False,False,False,True
34.0,2231.0,0,303.0,2.0,4.0,216.0,3.0,75.0,3.0,1.0,Sales Representative,3.0,Married,11314.0,6.0,No,18.0,3.0,4.0,1.0,6.0,3.0,3.0,4.0,3.0,1.0,2.0,False,True,False,False,False,True,False,False,True,False,False,False,True,False
22.0,2323.0,0,1256.0,19.0,1.0,217.0,3.0,80.0,3.0,1.0,Research Scientist,4.0,Married,11992.0,1.0,No,24.0,4.0,1.0,2.0,2.0,6.0,3.0,2.0,2.0,2.0,2.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
27.0,2024.0,0,691.0,9.0,3.0,218.0,4.0,57.0,3.0,1.0,Research Scientist,2.0,Divorced,5970.0,6.0,No,18.0,3.0,4.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,True,False,False,False,True,False,False,False,False,True,False,False,False,True
28.0,2713.0,0,440.0,21.0,3.0,221.0,3.0,42.0,3.0,1.0,Research Scientist,4.0,Married,6672.0,1.0,No,11.0,3.0,3.0,1.0,5.0,2.0,1.0,5.0,2.0,0.0,2.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
57.0,9439.0,0,334.0,24.0,2.0,223.0,3.0,83.0,4.0,3.0,Healthcare Representative,4.0,Divorced,23402.0,3.0,Yes,16.0,3.0,2.0,1.0,12.0,2.0,1.0,5.0,3.0,1.0,4.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
27.0,2566.0,0,1450.0,3.0,3.0,224.0,3.0,79.0,2.0,1.0,Research Scientist,3.0,Divorced,25326.0,1.0,Yes,15.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,True,False,False,False,True,False,False,False,False,True,False,False,False,True
50.0,19926.0,0,1452.0,11.0,3.0,226.0,3.0,53.0,3.0,5.0,Manager,2.0,Single,17053.0,3.0,No,15.0,3.0,2.0,0.0,21.0,5.0,3.0,5.0,4.0,4.0,4.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
41.0,2451.0,0,465.0,14.0,3.0,227.0,1.0,56.0,3.0,1.0,Research Scientist,3.0,Divorced,4609.0,4.0,No,12.0,3.0,1.0,1.0,13.0,2.0,3.0,9.0,8.0,1.0,8.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
30.0,9419.0,0,1339.0,5.0,3.0,228.0,2.0,41.0,3.0,3.0,Sales Executive,4.0,Married,8053.0,2.0,No,12.0,3.0,3.0,1.0,12.0,2.0,3.0,10.0,9.0,7.0,4.0,False,False,True,False,False,True,False,True,False,False,False,False,True,False
38.0,8686.0,0,702.0,1.0,4.0,230.0,1.0,59.0,2.0,2.0,Sales Executive,4.0,Single,12930.0,4.0,No,22.0,4.0,3.0,0.0,12.0,2.0,4.0,8.0,3.0,0.0,7.0,False,False,True,False,False,True,False,True,False,False,False,False,True,False
32.0,3038.0,0,120.0,6.0,5.0,231.0,3.0,43.0,3.0,1.0,Research Scientist,3.0,Single,12430.0,3.0,No,20.0,4.0,1.0,0.0,8.0,2.0,3.0,5.0,4.0,1.0,4.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
27.0,3058.0,0,1157.0,17.0,3.0,233.0,3.0,51.0,3.0,1.0,Research Scientist,2.0,Married,13364.0,0.0,Yes,16.0,3.0,4.0,1.0,6.0,3.0,2.0,5.0,2.0,1.0,1.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True
19.0,2325.0,1,602.0,1.0,1.0,235.0,3.0,100.0,1.0,1.0,Sales Representative,1.0,Single,20989.0,0.0,No,21.0,4.0,1.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,False,False,False,False,True,True,False
36.0,2088.0,0,1480.0,3.0,2.0,238.0,4.0,30.0,3.0,1.0,Laboratory Technician,2.0,Single,15062.0,4.0,No,12.0,3.0,3.0,0.0,13.0,3.0,2.0,8.0,7.0,7.0,2.0,False,True,False,False,True,False,False,False,False,True,False,False,False,True
30.0,3072.0,0,111.0,9.0,3.0,239.0,3.0,66.0,3.0,2.0,Laboratory Technician,1.0,Divorced,11012.0,1.0,No,11.0,3.0,3.0,2.0,12.0,4.0,3.0,12.0,9.0,6.0,10.0,True,False,False,False,True,False,False,False,False,True,False,False,False,True
45.0,5006.0,0,1268.0,4.0,2.0,240.0,3.0,30.0,3.0,2.0,Sales Executive,1.0,Divorced,6319.0,4.0,Yes,11.0,3.0,1.0,1.0,9.0,3.0,4.0,5.0,4.0,0.0,3.0,False,False,True,False,False,True,False,True,False,False,False,False,True,False
56.0,4257.0,0,713.0,8.0,3.0,241.0,3.0,67.0,3.0,1.0,Research Scientist,1.0,Divorced,13939.0,4.0,Yes,18.0,3.0,3.0,1.0,19.0,3.0,3.0,2.0,2.0,2.0,2.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
33.0,2500.0,0,134.0,2.0,3.0,242.0,3.0,90.0,3.0,1.0,Research Scientist,4.0,Single,10515.0,0.0,No,14.0,3.0,1.0,0.0,4.0,2.0,4.0,3.0,1.0,0.0,2.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
19.0,1102.0,1,303.0,2.0,3.0,243.0,2.0,47.0,2.0,1.0,Laboratory Technician,4.0,Single,9241.0,1.0,No,22.0,4.0,3.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
46.0,10453.0,0,526.0,1.0,2.0,244.0,2.0,92.0,3.0,3.0,Sales Executive,1.0,Divorced,2137.0,1.0,No,25.0,4.0,3.0,3.0,24.0,2.0,3.0,24.0,13.0,15.0,7.0,False,False,True,False,False,True,False,False,True,False,False,False,True,False
38.0,2288.0,0,1380.0,9.0,2.0,245.0,3.0,75.0,3.0,1.0,Laboratory Technician,4.0,Single,6319.0,1.0,No,12.0,3.0,3.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
31.0,3929.0,0,140.0,12.0,1.0,246.0,3.0,95.0,3.0,1.0,Research Scientist,4.0,Married,6984.0,8.0,Yes,23.0,4.0,3.0,1.0,7.0,0.0,3.0,4.0,2.0,0.0,2.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
34.0,2311.0,0,629.0,27.0,2.0,247.0,4.0,95.0,3.0,1.0,Research Scientist,2.0,Single,5711.0,2.0,No,15.0,3.0,4.0,0.0,9.0,3.0,3.0,3.0,2.0,1.0,2.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
41.0,3140.0,1,1356.0,20.0,2.0,248.0,2.0,70.0,3.0,1.0,Sales Representative,2.0,Single,21728.0,1.0,Yes,22.0,4.0,4.0,0.0,4.0,5.0,2.0,4.0,3.0,0.0,2.0,False,False,True,False,False,True,False,False,True,False,False,False,True,False
50.0,3690.0,0,328.0,1.0,3.0,249.0,3.0,86.0,2.0,1.0,Laboratory Technician,3.0,Married,3425.0,2.0,No,15.0,3.0,4.0,1.0,5.0,2.0,2.0,3.0,2.0,0.0,2.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
53.0,4450.0,0,1084.0,13.0,2.0,250.0,4.0,57.0,4.0,2.0,Manufacturing Director,1.0,Divorced,26250.0,1.0,No,11.0,3.0,3.0,2.0,5.0,3.0,3.0,4.0,2.0,1.0,3.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
33.0,2756.0,0,931.0,14.0,3.0,252.0,4.0,72.0,3.0,1.0,Research Scientist,2.0,Married,4673.0,1.0,No,13.0,3.0,4.0,1.0,8.0,5.0,3.0,8.0,7.0,1.0,6.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
40.0,19033.0,0,989.0,4.0,1.0,253.0,4.0,46.0,3.0,5.0,Manager,3.0,Married,6499.0,1.0,No,14.0,3.0,2.0,1.0,21.0,2.0,3.0,20.0,8.0,9.0,9.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
55.0,18722.0,0,692.0,14.0,4.0,254.0,3.0,61.0,4.0,5.0,Research Director,2.0,Single,13339.0,8.0,No,11.0,3.0,4.0,0.0,36.0,3.0,3.0,24.0,15.0,2.0,15.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
34.0,9547.0,0,1069.0,2.0,1.0,256.0,4.0,45.0,2.0,2.0,Manufacturing Director,3.0,Married,14074.0,1.0,No,17.0,3.0,3.0,0.0,10.0,2.0,2.0,10.0,9.0,1.0,9.0,False,True,False,False,True,False,False,True,False,False,False,False,False,True
